# time[s], acceleration[m.s^-2]
7.000000000000000888e+00,-4.227225665773032048e+00
7.003333333333333854e+00,-4.140731611335513485e+00
7.006666666666666821e+00,-4.043229824525168326e+00
7.010000000000000675e+00,-3.925707868783931964e+00
7.013333333333333641e+00,-3.847379758047143383e+00
7.016666666666667496e+00,-3.766291351061555659e+00
7.020000000000000462e+00,-3.657836758168361513e+00
7.023333333333333428e+00,-3.579343838255765409e+00
7.026666666666667282e+00,-3.489469211561365469e+00
7.030000000000000249e+00,-3.403461030345022120e+00
7.033333333333334103e+00,-3.320912038042945102e+00
7.036666666666667069e+00,-3.233342833589289533e+00
7.040000000000000036e+00,-3.156136782663534923e+00
7.043333333333333890e+00,-3.076842455321758152e+00
7.046666666666666856e+00,-2.998561180109823976e+00
7.050000000000000711e+00,-2.919574876229662941e+00
7.053333333333333677e+00,-2.846612004539295082e+00
7.056666666666667531e+00,-2.768360432350982947e+00
7.060000000000000497e+00,-2.697591095202131584e+00
7.063333333333333464e+00,-2.625947178310787500e+00
7.066666666666667318e+00,-2.550521603726943809e+00
7.070000000000000284e+00,-2.488430451718131042e+00
7.073333333333334139e+00,-2.421059767292312426e+00
7.076666666666667105e+00,-2.348374260907799105e+00
7.080000000000000071e+00,-2.280609120604138340e+00
7.083333333333333925e+00,-2.226844698229446085e+00
7.086666666666666892e+00,-2.159005816552344470e+00
7.090000000000000746e+00,-2.104445644666144588e+00
7.093333333333333712e+00,-2.038287256495022515e+00
7.096666666666666679e+00,-1.989468329220526410e+00
7.100000000000000533e+00,-1.931044045992641678e+00
7.103333333333333499e+00,-1.868632345808525663e+00
7.106666666666667354e+00,-1.810602592105176045e+00
7.110000000000000320e+00,-1.758926823619523239e+00
7.113333333333334174e+00,-1.711472620099140363e+00
7.116666666666667140e+00,-1.659793800902951366e+00
7.120000000000000107e+00,-1.610494518677429543e+00
7.123333333333333961e+00,-1.556771938730514782e+00
7.126666666666666927e+00,-1.510948419449797964e+00
7.130000000000000782e+00,-1.464507547831126688e+00
7.133333333333333748e+00,-1.417624076409327527e+00
7.136666666666666714e+00,-1.376475674929059423e+00
7.140000000000000568e+00,-1.334295639872417061e+00
7.143333333333333535e+00,-1.282941414942485592e+00
7.146666666666667389e+00,-1.246902180881231947e+00
7.150000000000000355e+00,-1.202260688208886874e+00
7.153333333333334210e+00,-1.164437868998934089e+00
7.156666666666667176e+00,-1.125162261228418892e+00
7.160000000000000142e+00,-1.086800782063218618e+00
7.163333333333333997e+00,-1.051660562188644121e+00
7.166666666666666963e+00,-1.015705513656673498e+00
7.170000000000000817e+00,-9.846012045926016976e-01
7.173333333333333783e+00,-9.478285005545734609e-01
7.176666666666666750e+00,-9.131686141318072769e-01
7.180000000000000604e+00,-8.848301644760778739e-01
7.183333333333333570e+00,-8.516886065893090052e-01
7.186666666666667425e+00,-8.195417341853179494e-01
7.190000000000000391e+00,-7.925592855097426392e-01
7.193333333333333357e+00,-7.617291815826745527e-01
7.196666666666667211e+00,-7.333907227300142662e-01
7.200000000000000178e+00,-7.063436881299804959e-01
7.203333333333334032e+00,-6.779656754184724132e-01
7.206666666666666998e+00,-6.533078789081840920e-01
7.210000000000000853e+00,-6.311513364701292206e-01
7.213333333333333819e+00,-6.072899165265945864e-01
7.216666666666666785e+00,-5.796653176937961449e-01
7.220000000000000639e+00,-5.596136935768742937e-01
7.223333333333333606e+00,-5.364513467724262297e-01
7.226666666666667460e+00,-5.147303632311289734e-01
7.230000000000000426e+00,-4.947709001496507497e-01
7.233333333333333393e+00,-4.741023787367319997e-01
7.236666666666667247e+00,-4.538411866877956613e-01
7.240000000000000213e+00,-4.345927917144360442e-01
7.243333333333334068e+00,-4.174760623434484730e-01
7.246666666666667034e+00,-3.994771787930482820e-01
7.250000000000000888e+00,-3.809942103664295532e-01
7.253333333333333854e+00,-3.648712006340264491e-01
7.256666666666666821e+00,-3.475497202506830363e-01
7.260000000000000675e+00,-3.324193810823351525e-01
7.263333333333333641e+00,-3.182127190036546649e-01
7.266666666666667496e+00,-3.032218712463320975e-01
7.270000000000000462e+00,-2.898713166929541840e-01
7.273333333333333428e+00,-2.763532615327116693e-01
7.276666666666667282e+00,-2.622074478576896239e-01
7.280000000000000249e+00,-2.509201046981031635e-01
7.283333333333334103e+00,-2.382409005371625699e-01
7.286666666666667069e+00,-2.263743937784592208e-01
7.290000000000000036e+00,-2.151709328538951027e-01
7.293333333333333890e+00,-2.047433263252645130e-01
7.296666666666666856e+00,-1.937987802213061439e-01
7.300000000000000711e+00,-1.842831712876878414e-01
7.303333333333333677e+00,-1.741342679716612052e-01
7.306666666666667531e+00,-1.647408442816251095e-01
7.310000000000000497e+00,-1.564992074037352687e-01
7.313333333333333464e+00,-1.478638761566426763e-01
7.316666666666667318e+00,-1.399169719916591725e-01
7.320000000000000284e+00,-1.320837419673582258e-01
7.323333333333334139e+00,-1.244166156390840994e-01
7.326666666666667105e+00,-1.171959038385556873e-01
7.330000000000000071e+00,-1.101656849634344154e-01
7.333333333333333925e+00,-1.038343639043478317e-01
7.336666666666666892e+00,-9.752940907539384141e-02
7.340000000000000746e+00,-9.138648355950385049e-02
7.343333333333333712e+00,-8.596110204620908968e-02
7.346666666666667567e+00,-8.012522938722103916e-02
7.350000000000000533e+00,-7.503722101760933183e-02
7.353333333333333499e+00,-7.066475350496780050e-02
7.356666666666667354e+00,-6.589745185887978252e-02
7.360000000000000320e+00,-6.139458544840648707e-02
7.363333333333334174e+00,-5.721641363885492798e-02
7.366666666666667140e+00,-5.313328797120092650e-02
7.370000000000000107e+00,-4.940441666110612778e-02
7.373333333333333961e+00,-4.586980847146275575e-02
7.376666666666666927e+00,-4.257829807050167448e-02
7.380000000000000782e+00,-3.942741620530842289e-02
7.383333333333333748e+00,-3.646575759623084390e-02
7.386666666666666714e+00,-3.357795186252614944e-02
7.390000000000000568e+00,-3.081025794173833376e-02
7.393333333333333535e+00,-2.837984417418768293e-02
7.396666666666667389e+00,-2.604846415556535608e-02
7.400000000000000355e+00,-2.381557817267475688e-02
7.403333333333334210e+00,-2.179058235658709250e-02
